grid_id,luas_hijau_m2,luas_bangunan_m2,panjang_jalan_m,index_right,kecamatan,rasio_hijau_bangunan,rasio_jalan_bangunan,emisi_score,kategori_emisi
596,248058.7184608922,1941.2815391077536,754.9962416535503,1563.0,Pekuncen,127.71511928947518,0.3887161703654872,-0.03120373072828246,normal
597,250000.0,0.0,671.8801197362643,1549.0,Ajibarang,250000.0,671.8801197362643,-0.04218307964542976,normal
597,250000.0,0.0,671.8801197362643,1552.0,Cilongok,250000.0,671.8801197362643,-0.04218307964542976,normal
597,250000.0,0.0,671.8801197362643,1563.0,Pekuncen,250000.0,671.8801197362643,-0.04218307964542976,normal
598,234271.2510173268,15728.748982673203,632.1853992330659,1552.0,Cilongok,14.893514910847193,0.04019043151479641,-0.001605481434983555,sedang
598,234271.2510173268,15728.748982673203,632.1853992330659,1563.0,Pekuncen,14.893514910847193,0.04019043151479641,-0.001605481434983555,sedang
599,139971.1103531618,0.0,246.6782909322658,1552.0,Cilongok,139971.1103531618,246.6782909322658,-0.03240301532553756,normal
599,139971.1103531618,0.0,246.6782909322658,1563.0,Pekuncen,139971.1103531618,246.6782909322658,-0.03240301532553756,normal
600,40674.53993061274,0.0,173.15727408443206,1552.0,Cilongok,40674.53993061274,173.15727408443206,-0.0025318139853198578,sedang
600,40674.53993061274,0.0,173.15727408443206,1563.0,Pekuncen,40674.53993061274,173.15727408443206,-0.0025318139853198578,sedang
601,27994.820045911783,0.0,0.0,1552.0,Cilongok,27994.820045911783,0.0,-0.00982785578194393,sedang
601,27994.820045911783,0.0,0.0,1563.0,Pekuncen,27994.820045911783,0.0,-0.00982785578194393,sedang
602,9631.68699962484,0.0,0.0,1563.0,Pekuncen,9631.68699962484,0.0,-0.00338129806206633,sedang
603,122665.7757724907,0.0,0.0,1563.0,Pekuncen,122665.7757724907,0.0,-0.04306302207677028,normal
604,250000.0,0.0,0.0,1563.0,Pekuncen,250000.0,0.0,-0.08776494871038774,normal
605,250000.0,0.0,0.0,1563.0,Pekuncen,250000.0,0.0,-0.08776494871038774,normal
606,103640.91171758148,44081.2137589112,0.0,1563.0,Pekuncen,2.3510822819471153,0.0,0.06941033263866206,parah
607,148281.4560150113,48253.88787565242,584.1127964798708,1563.0,Pekuncen,3.0728795059500795,0.012104738446083757,0.10338074520959248,parah
608,246699.77335771115,0.0,0.0,1563.0,Pekuncen,246699.77335771115,0.0,-0.0866063718224152,normal
609,109318.89893769688,0.0,0.0,1563.0,Pekuncen,109318.89893769688,0.0,-0.03837747023337211,normal
610,149041.22442962756,0.0,127.54820904954494,1563.0,Pekuncen,149041.22442962756,127.54820904954494,-0.043669222285193265,normal
611,219039.24228279063,12248.034470372246,538.7792863427455,1563.0,Pekuncen,17.882163921784937,0.04398544943651972,-0.010948699242500207,sedang
612,250000.0,0.0,0.0,1554.0,Jatilawang,250000.0,0.0,-0.08776494871038774,normal
613,250000.0,0.0,0.0,1554.0,Jatilawang,250000.0,0.0,-0.08776494871038774,normal
614,250000.0,0.0,0.0,1554.0,Jatilawang,250000.0,0.0,-0.08776494871038774,normal
615,147901.28835223295,0.0,0.0,1554.0,Jatilawang,147901.28835223295,0.0,-0.05192219594573597,normal
616,187948.5375437418,0.0,0.0,1554.0,Jatilawang,187948.5375437418,0.0,-0.06598117503087554,normal
617,250000.0,0.0,0.0,1554.0,Jatilawang,250000.0,0.0,-0.08776494871038774,normal
618,150278.18730948103,0.0,0.0,1554.0,Jatilawang,150278.18730948103,0.0,-0.052756629606026575,normal
619,99721.812690519,0.0,0.0,1554.0,Jatilawang,99721.812690519,0.0,-0.035008319104361176,normal
620,250000.0,0.0,0.0,1554.0,Jatilawang,250000.0,0.0,-0.08776494871038774,normal
620,250000.0,0.0,0.0,1564.0,Purwojati,250000.0,0.0,-0.08776494871038774,normal
621,250000.0,0.0,0.0,1554.0,Jatilawang,250000.0,0.0,-0.08776494871038774,normal
621,250000.0,0.0,0.0,1564.0,Purwojati,250000.0,0.0,-0.08776494871038774,normal
622,250000.0,0.0,0.0,1564.0,Purwojati,250000.0,0.0,-0.08776494871038774,normal
623,237992.45826384315,0.0,0.0,1564.0,Purwojati,237992.45826384315,0.0,-0.08354958357194116,normal
624,243682.010380256,0.0,0.0,1564.0,Purwojati,243682.010380256,0.0,-0.08554695657066935,normal
625,201508.8274192685,5490.591591160434,106.5099383937423,1564.0,Purwojati,36.69406656963131,0.019395094596106985,-0.05033840504814081,normal
626,84391.60471118061,77472.66981044458,465.523662052969,1564.0,Purwojati,1.0892940132778297,0.006008798385205829,0.1878893439729022,parah
626,84391.60471118061,77472.66981044458,465.523662052969,1549.0,Ajibarang,1.0892940132778297,0.006008798385205829,0.1878893439729022,parah
627,246490.46546890528,0.0,0.0,1564.0,Purwojati,246490.46546890528,0.0,-0.08653289223791229,normal
627,246490.46546890528,0.0,0.0,1549.0,Ajibarang,246490.46546890528,0.0,-0.08653289223791229,normal
628,159162.80750680144,7256.997837614458,0.0,1564.0,Purwojati,21.929299383632046,0.0,-0.038458937406368854,normal
628,159162.80750680144,7256.997837614458,0.0,1549.0,Ajibarang,21.929299383632046,0.0,-0.038458937406368854,normal
629,59986.85253604061,127966.596335664,1159.2697174538876,1564.0,Purwojati,0.4687659552398934,0.009059088008600847,0.3647071138500675,parah
629,59986.85253604061,127966.596335664,1159.2697174538876,1549.0,Ajibarang,0.4687659552398934,0.009059088008600847,0.3647071138500675,parah
630,191447.46590541967,55040.70525676869,25.06926749959549,1549.0,Ajibarang,3.4782255566450972,0.00045545949898622784,0.06658841201048159,sedang
630,191447.46590541967,55040.70525676869,25.06926749959549,1552.0,Cilongok,3.4782255566450972,0.00045545949898622784,0.06658841201048159,sedang
631,114522.91302523077,69951.81185374613,308.0125563430749,1549.0,Ajibarang,1.6371452410614973,0.004403147610235487,0.14857555600329325,parah
631,114522.91302523077,69951.81185374613,308.0125563430749,1552.0,Cilongok,1.6371452410614973,0.004403147610235487,0.14857555600329325,parah
632,205729.3901164104,26601.646689820227,93.43406095050427,1549.0,Ajibarang,7.733418126217299,0.0035122092188766226,-0.0020408424925691393,sedang
633,228937.21292374635,0.0,0.0,1549.0,Ajibarang,228937.21292374635,0.0,-0.08037065100060686,normal
634,245466.5446707368,0.0,0.0,1549.0,Ajibarang,245466.5446707368,0.0,-0.08617343481257327,normal
635,250000.0,0.0,0.0,1549.0,Ajibarang,250000.0,0.0,-0.08776494871038774,normal
635,250000.0,0.0,0.0,1552.0,Cilongok,250000.0,0.0,-0.08776494871038774,normal
636,219845.8208493163,0.0,668.7409982113891,1549.0,Ajibarang,219845.8208493163,668.7409982113891,-0.031810124813222825,normal
636,219845.8208493163,0.0,668.7409982113891,1552.0,Cilongok,219845.8208493163,668.7409982113891,-0.031810124813222825,normal
637,197070.55618458608,0.0,30.583072771595155,1549.0,Ajibarang,197070.55618458608,30.583072771595155,-0.0671087240990097,normal
637,197070.55618458608,0.0,30.583072771595155,1552.0,Cilongok,197070.55618458608,30.583072771595155,-0.0671087240990097,normal
637,197070.55618458608,0.0,30.583072771595155,1563.0,Pekuncen,197070.55618458608,30.583072771595155,-0.0671087240990097,normal
