grid_id,kecamatan,cell_area_m2,bangunan_m2,hijau_m2,jalan_m,road_km_per_km2,building_area_pct,green_area_pct,ratio_green_building,ratio_road_building,score,kategori_emisi
133,Lumbir,250000.0,45382.51547069056,0.0,526.7062034545291,2.1068248138181165,18.153006188276226,0.0,0.0,0.011605672191584296,0.05606001567005295,Sedang
134,Lumbir,250000.0,1326.5581766689534,89302.11387937397,715.7495160840144,2.8629980643360575,0.5306232706675813,35.72084555174958,67.26794761149122,0.5391473825124105,-0.016006898129378153,Sedang
135,Lumbir,250000.0,1740.848522667662,248259.15147733234,494.1777996779558,1.9767111987118233,0.6963394090670648,99.30366059093294,142.52625773515624,0.28370882613897824,-0.09283890752687997,Rendah
136,Lumbir,250000.0,50983.20724798245,166288.69153333653,2078.2537340807876,8.31301493632315,20.39328289919298,66.51547661333461,3.2615725635297963,0.04076269586721932,0.03580956240429442,Sedang
137,Lumbir,250000.0,38383.46832911058,52266.36384739964,1187.8923417734998,4.751569367093999,15.353387331644234,20.906545538959858,1.3616539741872913,0.03094721363829881,0.04745607278869401,Sedang
138,Lumbir,250000.0,18812.03764374635,304508.169345074,1097.9747401285324,4.39189896051413,7.5248150574985395,121.80326773802959,16.186018181189134,0.05836243784339159,-0.08397164464820492,Rendah
138,Gumelar,250000.0,18812.03764374635,304508.169345074,1097.9747401285324,4.39189896051413,7.5248150574985395,121.80326773802959,16.186018181189134,0.05836243784339159,-0.08397164464820492,Rendah
139,Lumbir,250000.0,18812.03764374635,304508.169345074,1097.9747401285324,4.39189896051413,7.5248150574985395,121.80326773802959,16.186018181189134,0.05836243784339159,-0.08397164464820492,Rendah
139,Gumelar,250000.0,18812.03764374635,304508.169345074,1097.9747401285324,4.39189896051413,7.5248150574985395,121.80326773802959,16.186018181189134,0.05836243784339159,-0.08397164464820492,Rendah
140,Lumbir,204910.57955751888,0.0,409054.81741313497,0.0,0.0,0.0,199.62601164685708,409054.81741313497,0.0,-0.22066595044621698,Rendah
140,Gumelar,204910.57955751888,0.0,409054.81741313497,0.0,0.0,0.0,199.62601164685708,409054.81741313497,0.0,-0.22066595044621698,Rendah
141,Lumbir,204910.57955751888,0.0,409054.81741313497,0.0,0.0,0.0,199.62601164685708,409054.81741313497,0.0,-0.22066595044621698,Rendah
141,Gumelar,204910.57955751888,0.0,409054.81741313497,0.0,0.0,0.0,199.62601164685708,409054.81741313497,0.0,-0.22066595044621698,Rendah
142,Gumelar,33329.48274887954,0.0,30824.833198083288,0.0,0.0,0.0,92.48518325451525,30824.833198083288,0.0,-0.10223282375221199,Rendah
143,Gumelar,21153.28301704497,0.0,21153.283017044967,0.0,0.0,0.0,99.99999999999997,21153.283017044967,0.0,-0.11053967798373888,Rendah
144,Gumelar,3414.844886470835,0.0,3414.844886470835,0.0,0.0,0.0,100.0,3414.844886470835,0.0,-0.11053967798373891,Rendah
145,Lumbir,58471.86940735261,0.0,58471.86940735263,0.0,0.0,0.0,100.00000000000003,58471.86940735263,0.0,-0.11053967798373894,Rendah
146,Lumbir,250000.0,0.0,250000.0,0.0,0.0,0.0,100.0,250000.0,0.0,-0.11053967798373891,Rendah
147,Lumbir,250000.0,11588.601824815043,284850.7587869455,0.0,0.0,4.635440729926017,113.9403035147782,24.578131595257922,0.0,-0.11582830034110662,Rendah
148,Lumbir,250000.0,0.0,250000.0,0.0,0.0,0.0,100.0,250000.0,0.0,-0.11053967798373891,Rendah
149,Lumbir,250000.0,0.0,250000.0,0.0,0.0,0.0,100.0,250000.0,0.0,-0.11053967798373891,Rendah
150,Lumbir,250000.0,140336.07389484634,57917.092797637575,989.0996461488508,3.956398584595403,56.13442955793854,23.16683711905503,0.4126998745964625,0.007048028141800767,0.12779896263809631,Tinggi
151,Lumbir,250000.0,61552.66781250394,0.0,731.4801938409141,2.9259207753636565,24.621067125001574,0.0,0.0,0.011883616685021036,0.076568036837123,Tinggi
152,Lumbir,250000.0,2265.9236693592247,0.0,486.5598369728359,1.9462393478913436,0.9063694677436899,0.0,0.0,0.21463441559563773,0.01715205327395211,Sedang
153,Lumbir,250000.0,1584.5888118518153,3134.408115288189,228.62436016443527,0.9144974406577411,0.6338355247407261,1.2537632461152757,1.976810186764311,0.14418893376109534,0.00712752518104836,Sedang
154,Lumbir,250000.0,122384.66040845808,21240.843115198353,1718.6537705994592,6.8746150823978365,48.95386416338323,8.49633724607934,0.17355663273219873,0.014042934154732747,0.15108850341480468,Tinggi
155,Lumbir,250000.0,356.4415103567376,146872.15373572923,767.6872757606001,3.0707491030424,0.14257660414269505,58.748861494291695,410.8984252812336,2.1477283793771593,-0.04068959693623414,Sedang
156,Lumbir,250000.0,87811.1280619048,68076.59793024488,831.6103736873561,3.326441494749424,35.12445122476192,27.230639172097952,0.7752527974524546,0.009470336182959792,0.07252279493647847,Sedang
157,Lumbir,250000.0,109469.46719873772,0.0,562.7522127187626,2.2510088508750505,43.78778687949509,0.0,0.0,0.005140676084784733,0.11315464482988752,Tinggi
158,Lumbir,250000.0,0.0,10499.945309745302,0.0,0.0,0.0,4.199978123898121,10499.945309745302,0.0,-0.004642642293544462,Sedang
159,Lumbir,250000.0,0.0,180510.2926191476,0.0,0.0,0.0,72.20411704765904,180510.2926191476,0.0,-0.07981419847548424,Rendah
160,Lumbir,250000.0,26812.78323310928,174058.77673708348,770.3950303060377,3.081580121224151,10.72511329324371,69.62351069483339,6.491391954051384,0.028731306716717423,-0.029520224560228528,Sedang
161,Lumbir,250000.0,118722.27999499644,6907.6314440236,1795.7299112477078,7.1829196449908315,47.48891199799857,2.76305257760944,0.05818261965399474,0.015125339455946537,0.15663108271878307,Tinggi
162,Lumbir,250000.0,77537.74035315485,115329.54396112222,1141.7081381239177,4.566832552495671,31.01509614126194,46.13181758444889,1.4873796432060529,0.014724357565314311,0.052327424026229086,Sedang
162,Gumelar,250000.0,77537.74035315485,115329.54396112222,1141.7081381239177,4.566832552495671,31.01509614126194,46.13181758444889,1.4873796432060529,0.014724357565314311,0.052327424026229086,Sedang
